basisOfRecord,catalogNumber,collectionCode,country,eventDate,extraction_method,image,institutionCode,locality,ocr_confidence,ocr_engine,recordedBy,scientificName,specimen_id,stateProvince
PreservedSpecimen,,REGINA,Canada,1936,simple,c6ccd69b58098b3ec2b339aa175357df4290770d49d1d94f6dfa99ac2d89c588.jpg,AAFC,,1.0,vision,de Lie Bolton.,Aster stricticaulis,c6ccd69b58098b3ec2b339aa175357df4290770d49d1d94f6dfa99ac2d89c588,Saskatchewan
PreservedSpecimen,,,,,simple,c6d2d2c9e72b14612fe6caa44b375898eb2264a5f3513dc280e290c1d269c423.jpg,,,1.0,vision,,Fressed bioassay,c6d2d2c9e72b14612fe6caa44b375898eb2264a5f3513dc280e290c1d269c423,
PreservedSpecimen,1596,REGINA,Canada,1596,simple,c6eefe4ecf4b200314f55d4ec4584db17d91bec5fa974ddbffcc3e0729ee9bab.jpg,AAFC,,0.959,vision,,Oryzopsis hymenoides,c6eefe4ecf4b200314f55d4ec4584db17d91bec5fa974ddbffcc3e0729ee9bab,Saskatchewan
PreservedSpecimen,,,Canada,8065,simple,c715ebcdb0986f117aaae7fc942a1b6b698286c7e26100870b1f029efcc9a29c.jpg,,,1.0,vision,,Num er,c715ebcdb0986f117aaae7fc942a1b6b698286c7e26100870b1f029efcc9a29c,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,c724bf8d3f3d35a149fa301118cc029b528031b5abc693c8e3a411b2743aa7f3.jpg,AAFC,CuseeyUUAI,0.8,vision,,Identified by,c724bf8d3f3d35a149fa301118cc029b528031b5abc693c8e3a411b2743aa7f3,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1987,simple,c73bfc8dd49bf5c8940d020e61fc806b3b1230bf0770bf8c5fe1a4365586970c.jpg,AAFC,,1.0,vision,,Downy brome,c73bfc8dd49bf5c8940d020e61fc806b3b1230bf0770bf8c5fe1a4365586970c,Saskatchewan
PreservedSpecimen,1521,,Canada,1521,simple,c741be424d5dee1e1325e03ccdd7c4e5117b39f9d35786ad96baa68e2b51cd84.jpg,,,0.956,vision,,Erireron sp,c741be424d5dee1e1325e03ccdd7c4e5117b39f9d35786ad96baa68e2b51cd84,Saskatchewan
PreservedSpecimen,,,,,simple,c74454aef257fee5841eb9b37010e030ae9748ad5c49b31b52cf2d58a62196fc.jpg,,,1.0,vision,,,c74454aef257fee5841eb9b37010e030ae9748ad5c49b31b52cf2d58a62196fc,
PreservedSpecimen,,REGINA,Canada,1984,simple,c75f6d2ab56c4a5441ac6be5cdfdf07bf645e7dab354adee932beb7fa386e82a.jpg,AAFC,,0.912,vision,Thomas. .. . .,Melfort on,c75f6d2ab56c4a5441ac6be5cdfdf07bf645e7dab354adee932beb7fa386e82a,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1266,simple,c77c0bb4ae712148886ce3ce88f10e2efe5d4fda831529eb184e117d1c143825.jpg,AAFC,,0.895,vision,,Zmiles sout,c77c0bb4ae712148886ce3ce88f10e2efe5d4fda831529eb184e117d1c143825,Saskatchewan
PreservedSpecimen,1457,REGINA,Canada,1457,simple,c77fd357d1216cdf75ac8df8bd311b6c44adde49c5889bdff81b2613c92030b6.jpg,AAFC,,0.955,vision,,Tactnca m,c77fd357d1216cdf75ac8df8bd311b6c44adde49c5889bdff81b2613c92030b6,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1984,simple,c786ca7730091d886676e9097513a0e0081b17e574e6bd4c3d08895c90a205d3.jpg,AAFC,,0.963,vision,,Erigeron gaespitogus,c786ca7730091d886676e9097513a0e0081b17e574e6bd4c3d08895c90a205d3,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1347,simple,c7a3a4b9ed7842f014fe6b88c0b7baae41cc750feb20dc48c55e99bae4b65c57.jpg,AAFC,,0.825,vision,,Unl me,c7a3a4b9ed7842f014fe6b88c0b7baae41cc750feb20dc48c55e99bae4b65c57,Saskatchewan
PreservedSpecimen,52,REGINA,Canada,4530,simple,c7a60ac4d4f7d79875c871684f7250921e34c5d8d5f3c65b6d67185164aad3e0.jpg,AAFC,,0.914,vision,,Aspxen snahitem,c7a60ac4d4f7d79875c871684f7250921e34c5d8d5f3c65b6d67185164aad3e0,Saskatchewan
PreservedSpecimen,1139,REGINA,Canada,1139,simple,c7a64bd180156d696580ce73770ed2058da0f1e29410263c8d7c001d064f102c.jpg,AAFC,,0.929,vision,,Gaillandia sristata,c7a64bd180156d696580ce73770ed2058da0f1e29410263c8d7c001d064f102c,Saskatchewan
PreservedSpecimen,,,,,simple,c7a9b1a0a07ee43a59f4da073c20c9d3dd1290400a6c2019e63d6a3d64b639ea.jpg,,,1.0,vision,,Galeopsis tetrahit,c7a9b1a0a07ee43a59f4da073c20c9d3dd1290400a6c2019e63d6a3d64b639ea,
PreservedSpecimen,,,Canada,,simple,c7bd838542e67623a18bed961270b4d0a9934f1eee381588c1eed5aa9981a24c.jpg,,,0.964,vision,,Identified by,c7bd838542e67623a18bed961270b4d0a9934f1eee381588c1eed5aa9981a24c,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1921,simple,c7d05df3656590c5a19c287841c562b3948759cfd5a08475b983a02326844529.jpg,AAFC,,0.958,vision,,Distichlis strista,c7d05df3656590c5a19c287841c562b3948759cfd5a08475b983a02326844529,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,c7dd6692e04fe629c65a913aa2dd34cb84af1f9b1981d143ef490d47396ddd39.jpg,AAFC,,1.0,vision,,Research confirmed,c7dd6692e04fe629c65a913aa2dd34cb84af1f9b1981d143ef490d47396ddd39,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,c8235f6ef7df68de82841d32f2d6581dee6aef7dea7c9f8f2672cbde4c5595b3.jpg,AAFC,,0.961,vision,,Identified by,c8235f6ef7df68de82841d32f2d6581dee6aef7dea7c9f8f2672cbde4c5595b3,Saskatchewan
PreservedSpecimen,2,REGINA,Canada,1212,simple,c82d2b6de5d5759a6afb937fd5185bc9620b13c0a9eda268c9dcb084b7401df7.jpg,AAFC,,0.922,vision,,Illtl me,c82d2b6de5d5759a6afb937fd5185bc9620b13c0a9eda268c9dcb084b7401df7,Saskatchewan
PreservedSpecimen,,,,,simple,c83b37bb1fb64fa5f6337e965e898fa76fc71770d868b2a9b376745d3bcdd2eb.jpg,,,0.938,vision,,Fusarium timidum,c83b37bb1fb64fa5f6337e965e898fa76fc71770d868b2a9b376745d3bcdd2eb,
PreservedSpecimen,,REGINA,Canada,0124,simple,c851c07aa5af6b41bf93a1277ef98ebb7532dc024b591087e02bcb485eb6afad.jpg,AAFC,,0.93,vision,,Sildrg gintata,c851c07aa5af6b41bf93a1277ef98ebb7532dc024b591087e02bcb485eb6afad,Saskatchewan
PreservedSpecimen,247,REGINA,Canada,1984,simple,c8782741216b32b998c397361029342d1e3a06eb122a7dedaa9d59121ff1ae8b.jpg,AAFC,,1.0,vision,Thomas. . ..,Crepis tectorum,c8782741216b32b998c397361029342d1e3a06eb122a7dedaa9d59121ff1ae8b,Saskatchewan
PreservedSpecimen,,,Canada,,simple,c88bf84ba4a962be22cda3c36270bdfb516d496b08ef36b32fd34611571be64c.jpg,,,0.869,vision,,Identified by,c88bf84ba4a962be22cda3c36270bdfb516d496b08ef36b32fd34611571be64c,Saskatchewan
PreservedSpecimen,,,,,simple,c8aa5212e0aca2a58e343511e90c7a824d2457657f2794380710cfb08a8ee344.jpg,,,1.0,vision,,,c8aa5212e0aca2a58e343511e90c7a824d2457657f2794380710cfb08a8ee344,
PreservedSpecimen,,REGINA,Canada,1971,simple,c8bb19c819eba88d79110382c0bb805164d1254d8c90bb57327d64c5f1162ee5.jpg,AAFC,,1.0,vision,,Artemisia frigida,c8bb19c819eba88d79110382c0bb805164d1254d8c90bb57327d64c5f1162ee5,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1819,simple,c8d30f54aa163be151a191e4ea794ebffa566e8c98e300ff3c163062474751c3.jpg,AAFC,,0.953,vision,,Totebod fleoaporciden,c8d30f54aa163be151a191e4ea794ebffa566e8c98e300ff3c163062474751c3,Saskatchewan
PreservedSpecimen,,,,,simple,c8dc511cf6dd2f7fdf088b164bcdc4038bd4cb607b6704226d7e73e52a6d6f9d.jpg,,,1.0,vision,,Galium boreale,c8dc511cf6dd2f7fdf088b164bcdc4038bd4cb607b6704226d7e73e52a6d6f9d,
PreservedSpecimen,2809,REGINA,Canada,2809,simple,c90e2c105d20293701744fa136c7b8762d8e83d713636b52522a1cb616a63f86.jpg,AAFC,amongst grass in ditch,0.973,vision,,Herbar ium,c90e2c105d20293701744fa136c7b8762d8e83d713636b52522a1cb616a63f86,Saskatchewan
PreservedSpecimen,,,,,simple,c938fbba7f9eb61390cbc1cffa3456c400b7164c501ae00743a5b12cc24487ce.jpg,,,1.0,vision,,,c938fbba7f9eb61390cbc1cffa3456c400b7164c501ae00743a5b12cc24487ce,
PreservedSpecimen,1915,REGINA,Canada,1915,simple,c945fddab08021cfbec6ee42f14f5a53a8dd4ec720b7def95e83be3612e90563.jpg,AAFC,,1.0,vision,,Matricaria natricerioides,c945fddab08021cfbec6ee42f14f5a53a8dd4ec720b7def95e83be3612e90563,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1969,simple,c956d2882f18e776d3a1d3e6d9e6f6e5a171c39fdcf83604033c6ec7001c98b5.jpg,AAFC,,0.86,vision,,,c956d2882f18e776d3a1d3e6d9e6f6e5a171c39fdcf83604033c6ec7001c98b5,Saskatchewan
PreservedSpecimen,,,,1938,simple,c95b0160868c2df3a7f3fef4c99ae675fdc29434e2df8e7bbfc99476dc8a5953.jpg,,Moose Jaw Remiarks Tufted perennial,1.0,vision,Wm. Shevkenek,Date vune,c95b0160868c2df3a7f3fef4c99ae675fdc29434e2df8e7bbfc99476dc8a5953,
PreservedSpecimen,,REGINA,Canada,,simple,c964a76f77c8b03c4e9a1a7561c90b6fe2f9c83344634a87b97bcdd49be54f0c.jpg,AAFC,,0.929,vision,,Checked by,c964a76f77c8b03c4e9a1a7561c90b6fe2f9c83344634a87b97bcdd49be54f0c,Saskatchewan
PreservedSpecimen,1202,REGINA,Canada,1202,simple,c9ae634603952e0869245df0e2c7f1197abfe3e3096459a6b3b4019fe672909a.jpg,AAFC,,1.0,vision,,Coreopsis tinctoria,c9ae634603952e0869245df0e2c7f1197abfe3e3096459a6b3b4019fe672909a,Saskatchewan
PreservedSpecimen,322,REGINA,Canada,1984,simple,c9b412f10ef951aaa80affc14be80dddcb478e9ec9a1554a15a274781bd3f40e.jpg,AAFC,Dry roadside ditch,0.971,vision,,Solidago bicolor,c9b412f10ef951aaa80affc14be80dddcb478e9ec9a1554a15a274781bd3f40e,Saskatchewan
PreservedSpecimen,192,,Canada,2277,simple,c9d57cf679f224e0a1acc0fb33ead55de30b2ca5486deb6235926fadd2e0d2a2.jpg,,HABITAT,0.946,vision,,Elymus innovatus,c9d57cf679f224e0a1acc0fb33ead55de30b2ca5486deb6235926fadd2e0d2a2,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1969,simple,ca10e993e0be51260ade18a61263003aa33fe04f069222478084c6bbf865ed7b.jpg,AAFC,HABITAT,1.0,vision,,Bechmannia syzigachne,ca10e993e0be51260ade18a61263003aa33fe04f069222478084c6bbf865ed7b,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,ca1dff90fbd88ccb7699557669c25d1be83e6a848e13b4f036a34117e9a2c103.jpg,AAFC,,0.946,vision,M. Redfern.,Checked by,ca1dff90fbd88ccb7699557669c25d1be83e6a848e13b4f036a34117e9a2c103,Saskatchewan
PreservedSpecimen,2001,REGINA,Canada,2001,simple,ca236c64ddb60759b07bb16cb5d95ab0eaa356675130cdc19cea37d6c00564fc.jpg,AAFC,,0.926,vision,,Few plants,ca236c64ddb60759b07bb16cb5d95ab0eaa356675130cdc19cea37d6c00564fc,Saskatchewan
PreservedSpecimen,19,,Canada,2964,simple,ca35fbb5b0246f4a075320e006c9cd38b16c0bf6045bcb00ecbbce8718eb12b2.jpg,,,1.0,vision,,Detdeun tubatum,ca35fbb5b0246f4a075320e006c9cd38b16c0bf6045bcb00ecbbce8718eb12b2,Saskatchewan
PreservedSpecimen,,REGINA,Canada,3365,simple,ca4067bf23c0787426bc6f694b573a9ef034cd1b02924ca348a3cc54bb5fe7cc.jpg,AAFC,Along forest road ALBERTA,0.953,vision,,Number a,ca4067bf23c0787426bc6f694b573a9ef034cd1b02924ca348a3cc54bb5fe7cc,Saskatchewan
PreservedSpecimen,1715,REGINA,Canada,1715,simple,ca42da768d807b9f8226b90d9e82b342a862878690f289af5ba24d96cf370c7b.jpg,AAFC,,1.0,vision,,Detitaria sangutnalie,ca42da768d807b9f8226b90d9e82b342a862878690f289af5ba24d96cf370c7b,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,ca50494840f9619bb49d64ccd135652711f3359a0219942124c3153a02ce2cfb.jpg,AAFC,,0.95,vision,,Duplicate confirmed,ca50494840f9619bb49d64ccd135652711f3359a0219942124c3153a02ce2cfb,Saskatchewan
PreservedSpecimen,,,Canada,,simple,ca6e0e6001e70c6af13b1308cb5b2251070234db64efc156ad6a285cdda5165a.jpg,,,0.918,vision,,Aster ericoides,ca6e0e6001e70c6af13b1308cb5b2251070234db64efc156ad6a285cdda5165a,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1969,simple,ca72ffe42c0e9d80079026bf6e81fa0824b5633492e2ef8d076190641fd0eeef.jpg,AAFC,,1.0,vision,,Agropyron repens,ca72ffe42c0e9d80079026bf6e81fa0824b5633492e2ef8d076190641fd0eeef,Saskatchewan
PreservedSpecimen,,,,,simple,ca91dcd989048b721b54ffbc8d7411dce0833a38554c1f885df47ee5c64c2930.jpg,,,1.0,vision,,Abutilon theophrasti,ca91dcd989048b721b54ffbc8d7411dce0833a38554c1f885df47ee5c64c2930,
PreservedSpecimen,1125,REGINA,Canada,1964,simple,caadce0e646545b48a45b9b4dc13e014b350297ff054629ecc500db2ce0b810d.jpg,AAFC,,0.961,vision,,Department of,caadce0e646545b48a45b9b4dc13e014b350297ff054629ecc500db2ce0b810d,Saskatchewan
PreservedSpecimen,,,,,simple,cabaf1d7a2d0507e9d638bd9b4eb3653289b3d3a0e84b12ec90a5fb097491471.jpg,,,1.0,vision,,,cabaf1d7a2d0507e9d638bd9b4eb3653289b3d3a0e84b12ec90a5fb097491471,
PreservedSpecimen,2675,REGINA,Canada,1222,simple,cac5a73c178fc0b039679b91ed36b15360491ed6c3d57c2ed0eb0e379bd26fb4.jpg,AAFC,,1.0,vision,,Agropyron repens,cac5a73c178fc0b039679b91ed36b15360491ed6c3d57c2ed0eb0e379bd26fb4,Saskatchewan
PreservedSpecimen,400,,Canada,1984,simple,caf48d59087e8f041a706c819de6f1daece390aa0140e3ad03c42b12107bf4d7.jpg,,,0.912,vision,,Aster ciliolatus,caf48d59087e8f041a706c819de6f1daece390aa0140e3ad03c42b12107bf4d7,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"Sept. 16, 1975",simple,cb059267a0ce6283ce568ca2b070177c3c3965dfd05ffe572ec59e0006770698.jpg,AAFC,,0.972,vision,,Chrysanthemum balsamita,cb059267a0ce6283ce568ca2b070177c3c3965dfd05ffe572ec59e0006770698,Saskatchewan
PreservedSpecimen,108,REGINA,Canada,"Tune 15, 1950",simple,cb1b5b51fa047493594c7e3368a47f2de1f6213b5bbb865d5b06f6a04e33fd45.jpg,AAFC,,1.0,vision,,Best and,cb1b5b51fa047493594c7e3368a47f2de1f6213b5bbb865d5b06f6a04e33fd45,Saskatchewan
PreservedSpecimen,1,REGINA,Canada,1967,simple,cb2091750e4577663d72e1c891feedf2feaf91b365476753a8d288fe93671402.jpg,AAFC,,0.972,vision,,Joztum temu,cb2091750e4577663d72e1c891feedf2feaf91b365476753a8d288fe93671402,Saskatchewan
PreservedSpecimen,,,,2807,simple,cb22e0367b2d7abd73642916b8a231364f4ca82e531c22b949fa457ddd24fd86.jpg,,,0.9,vision,,,cb22e0367b2d7abd73642916b8a231364f4ca82e531c22b949fa457ddd24fd86,
PreservedSpecimen,145,REGINA,Canada,1984,simple,cb4fdf5c55d653ba6d402aa9c93df0313d4bed3e9ba5e97820decbf077fa4866.jpg,AAFC,,0.936,vision,,Checked by,cb4fdf5c55d653ba6d402aa9c93df0313d4bed3e9ba5e97820decbf077fa4866,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2919,simple,cb5207095e9c748dd0bbe47d97e098ee40be3af16ad989ec2501fa5962677c91.jpg,AAFC,Postore,1.0,vision,,Leader baskatchewan,cb5207095e9c748dd0bbe47d97e098ee40be3af16ad989ec2501fa5962677c91,Saskatchewan
PreservedSpecimen,,,Canada,1933,simple,cb6f2ff2811985cf7b6e74b5a53c7659ff8a8095e6f47b4f3d9d0e22f19b4083.jpg,,,0.959,vision,,Marncarioides molli,cb6f2ff2811985cf7b6e74b5a53c7659ff8a8095e6f47b4f3d9d0e22f19b4083,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"June 25, 1984",simple,cb9bb79303c9e97c6365a42120611da2e67c6f758062ef6ea50eab459471200f.jpg,AAFC,,1.0,vision,,Elymus junceus,cb9bb79303c9e97c6365a42120611da2e67c6f758062ef6ea50eab459471200f,Saskatchewan
PreservedSpecimen,,,,,simple,cbb6ff16ad322def777dc440048b7ccb92310f6f5eefd3ae953829dd25db8187.jpg,,,1.0,vision,,,cbb6ff16ad322def777dc440048b7ccb92310f6f5eefd3ae953829dd25db8187,
PreservedSpecimen,,REGINA,Canada,30-10-75,simple,cbe75b210a2a51be93d214a765a2c59cf2ee0662d18103dc695fea6394076dd0.jpg,AAFC,,1.0,vision,,Calamagrostis neglecta,cbe75b210a2a51be93d214a765a2c59cf2ee0662d18103dc695fea6394076dd0,Saskatchewan
PreservedSpecimen,2,,Canada,1963,simple,cbf3e6d9f28397621377e9c1bccf8de70f2f71d0399ea851e26586f1c34704c4.jpg,,,0.953,vision,,Stages in,cbf3e6d9f28397621377e9c1bccf8de70f2f71d0399ea851e26586f1c34704c4,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1983,simple,cbfecb2f89b71727ae3a151c895b8287dbbec65aec643754a71bbd86d5b66503.jpg,AAFC,,1.0,vision,,Habitat edge,cbfecb2f89b71727ae3a151c895b8287dbbec65aec643754a71bbd86d5b66503,Saskatchewan
PreservedSpecimen,324,REGINA,Canada,8071,simple,cc47cfe5f0309d61cf79518d5611a59030bac59e354b72962646b99be4e99cb9.jpg,AAFC,,0.913,vision,Thomas.,Erteniana nampeatreo,cc47cfe5f0309d61cf79518d5611a59030bac59e354b72962646b99be4e99cb9,Saskatchewan
PreservedSpecimen,,,,,simple,cc58690f8abe813898c15dd36b91d6e8ee13ea22ba2cfa220a79ee7fb1a65cb0.jpg,,,0.86,vision,,,cc58690f8abe813898c15dd36b91d6e8ee13ea22ba2cfa220a79ee7fb1a65cb0,
PreservedSpecimen,,REGINA,Canada,1222,simple,cc62e460c3a37c8eff1ed04f96cceb184c096f78b9c0f493f7d8c7f95a001fc7.jpg,AAFC,,0.93,vision,,Identified by,cc62e460c3a37c8eff1ed04f96cceb184c096f78b9c0f493f7d8c7f95a001fc7,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1969,simple,cc8c69ab9a85abdfd2bb52a20a503fb3324cfb928511f86cb3468f0c14d5389d.jpg,AAFC,,1.0,vision,,Glyceria striata,cc8c69ab9a85abdfd2bb52a20a503fb3324cfb928511f86cb3468f0c14d5389d,Saskatchewan
PreservedSpecimen,19242,REGINA,Canada,1924,simple,cce548f5d4422c51652ae4910a7bab46b2305dee23bc08ce5b48932b28255a51.jpg,AAFC,,1.0,vision,,Bymus junceus,cce548f5d4422c51652ae4910a7bab46b2305dee23bc08ce5b48932b28255a51,Saskatchewan
PreservedSpecimen,14,,Canada,1963,simple,ccf13e599069519f9ce28e9b0ffd61cfe4893a960c248c7b4f0d4abfdfd4d5f2.jpg,,,1.0,vision,,Senecia vulraris,ccf13e599069519f9ce28e9b0ffd61cfe4893a960c248c7b4f0d4abfdfd4d5f2,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2807,simple,cd042a1371c261005a0d24135eae6d777d7d31b622b188867063179db819655d.jpg,AAFC,,1.0,vision,,Junction at,cd042a1371c261005a0d24135eae6d777d7d31b622b188867063179db819655d,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1985,simple,cd145c8bd5f4c59fc2fad2caa1613e9f707e46e789a98abb0580c67b54d7f3fe.jpg,AAFC,,0.959,vision,,Gocron sep,cd145c8bd5f4c59fc2fad2caa1613e9f707e46e789a98abb0580c67b54d7f3fe,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,cd24f09ec3382895068b8da6dd4328b023a0a36013b61b52ae84a4a07cba8182.jpg,AAFC,,0.977,vision,,Dupiicate confirmed,cd24f09ec3382895068b8da6dd4328b023a0a36013b61b52ae84a4a07cba8182,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,cd6688a7a1fc26959b96e4289a604104e3f0fbdc0968c9faa9f635c4d8fb73a3.jpg,AAFC,,0.936,vision,Pathoqen Identified by.... Host Identified by..,Identified by,cd6688a7a1fc26959b96e4289a604104e3f0fbdc0968c9faa9f635c4d8fb73a3,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1983,simple,cd7f6d627d729ca93cd3dcca1b9f7907b8651f79eca6c4826ae2da9c6e5d1a9b.jpg,AAFC,,0.908,vision,,,cd7f6d627d729ca93cd3dcca1b9f7907b8651f79eca6c4826ae2da9c6e5d1a9b,Saskatchewan
PreservedSpecimen,2,REGINA,Canada,8062,simple,cd8c880d29c26957955d9b0093c43b1d014bf146619588629df694607bd57240.jpg,AAFC,,0.942,vision,,Tanacetum vulgare,cd8c880d29c26957955d9b0093c43b1d014bf146619588629df694607bd57240,Saskatchewan
PreservedSpecimen,,,,1211,simple,cdb61c02739cb2cb23a8401c45e63573aa0b4ccdce134a71aea90099bdebb92e.jpg,,,0.953,vision,,Elymus junceus,cdb61c02739cb2cb23a8401c45e63573aa0b4ccdce134a71aea90099bdebb92e,
PreservedSpecimen,,,Canada,,simple,cdbe8d9899ea27c59ed5404109e84bcb3fcc61636ba59d483d28cae31a20d920.jpg,,,0.814,vision,,Identified by,cdbe8d9899ea27c59ed5404109e84bcb3fcc61636ba59d483d28cae31a20d920,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1807,simple,cdd302b79f83d65dcc3656f83cbedd2681c3b005ad151c9bc15c795877f652b2.jpg,AAFC,grayel,0.968,vision,,Tragopogon dubius,cdd302b79f83d65dcc3656f83cbedd2681c3b005ad151c9bc15c795877f652b2,Saskatchewan
PreservedSpecimen,6,REGINA,Canada,1512,simple,cdf87b31be0c9ada114135610311c0ecaaca4242748b5cee772544d64bda44b3.jpg,AAFC,,0.972,vision,,Xanthium strumerium,cdf87b31be0c9ada114135610311c0ecaaca4242748b5cee772544d64bda44b3,Saskatchewan
PreservedSpecimen,Y33,REGINA,Canada,,simple,cdf87dff281a0a2ae083f2dbaf196999cef897cadb8d802b41432ecac5677316.jpg,AAFC,,1.0,vision,R.wise .,Checked by,cdf87dff281a0a2ae083f2dbaf196999cef897cadb8d802b41432ecac5677316,Saskatchewan
PreservedSpecimen,,,Canada,1987,simple,ce31fba3f4c9b78c8ca28057c2d0d08b587605bb7e020672d20a564994a01578.jpg,,,0.973,vision,,Callbrite colorchecker,ce31fba3f4c9b78c8ca28057c2d0d08b587605bb7e020672d20a564994a01578,Saskatchewan
PreservedSpecimen,019027,REGINA,Canada,0190,simple,ce41cd84165d67425d058ccd7546e33e825bd719e0f08c099f818fb00fc1c2aa.jpg,AAFC,,1.0,vision,,Bromus pumpellianus,ce41cd84165d67425d058ccd7546e33e825bd719e0f08c099f818fb00fc1c2aa,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,ce6c16ea6f0a9c78c542422f72304cfa53fba4e57b1dcf5dcbf2eda1eceeb927.jpg,AAFC,,0.92,vision,,Identified by,ce6c16ea6f0a9c78c542422f72304cfa53fba4e57b1dcf5dcbf2eda1eceeb927,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,cebe1fea6e7228ee679af9ed21208dc9c54fa9e5aacffad573ada4971462f76f.jpg,AAFC,,0.922,vision,,Identified by,cebe1fea6e7228ee679af9ed21208dc9c54fa9e5aacffad573ada4971462f76f,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2807,simple,cefbe22dda105786eb295b5dde9a3106767eecfda00c13814bf5f3357be87209.jpg,AAFC,,0.939,vision,,Solidago mollis,cefbe22dda105786eb295b5dde9a3106767eecfda00c13814bf5f3357be87209,Saskatchewan
PreservedSpecimen,2,REGINA,Canada,1989,simple,cf479d382b6d5f3d3aa096c1dcedd028fa721bfde654213b8c52e9f3ce56729b.jpg,AAFC,,1.0,vision,,Identified by,cf479d382b6d5f3d3aa096c1dcedd028fa721bfde654213b8c52e9f3ce56729b,Saskatchewan
PreservedSpecimen,,,,,simple,cf5e53bf3640efb1942e70bedd7fdaf6f3f8ebc2f0a9609f95874bfc8abc495d.jpg,,,1.0,vision,,,cf5e53bf3640efb1942e70bedd7fdaf6f3f8ebc2f0a9609f95874bfc8abc495d,
PreservedSpecimen,,REGINA,Canada,,simple,cf6fdd013d39ee56f7f37ea029378a49ef8be8c14c89504cef8c0d94e90f486e.jpg,AAFC,,1.0,vision,M. Molley Pathogen Identified by. Host Identified by..MacgaretM.Molley. calibrite colorchecker CLASSIC,June le,cf6fdd013d39ee56f7f37ea029378a49ef8be8c14c89504cef8c0d94e90f486e,Saskatchewan
PreservedSpecimen,,,Canada,,simple,cf74e8084d3e9a05eee1a685a3c2daeecb19aa7db783de043aa2f2ab2001bfc6.jpg,,,0.887,vision,,Hygodesmis iunces,cf74e8084d3e9a05eee1a685a3c2daeecb19aa7db783de043aa2f2ab2001bfc6,Saskatchewan
PreservedSpecimen,,REGINA,Canada,3350,simple,cf7e1031e81f75054f46f3895b09e9cb2a29319e676c1958ddd2ab387b444610.jpg,AAFC,,0.853,vision,,Becknannia syzigachne,cf7e1031e81f75054f46f3895b09e9cb2a29319e676c1958ddd2ab387b444610,Saskatchewan
PreservedSpecimen,,,Canada,,simple,cf8a2beea225ed5fa95242bd6652b22a461cb48796eec8f859531349f8000364.jpg,,,0.95,vision,,,cf8a2beea225ed5fa95242bd6652b22a461cb48796eec8f859531349f8000364,Saskatchewan
PreservedSpecimen,250,REGINA,Canada,1988,simple,cfb2571233ba79a5007dc58e9fc8bd2446d049cd3f32aa2aa35d660322fae1bf.jpg,AAFC,,0.95,vision,,Duplicate confirmed,cfb2571233ba79a5007dc58e9fc8bd2446d049cd3f32aa2aa35d660322fae1bf,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,cfd1f0ba870dbb890ed9f770af363ed7e2c074d40f579cf88f476aad9acd6aa8.jpg,AAFC,,1.0,vision,,Identified by,cfd1f0ba870dbb890ed9f770af363ed7e2c074d40f579cf88f476aad9acd6aa8,Saskatchewan
PreservedSpecimen,2,REGINA,Canada,1987,simple,cfda860d8ae1e42717e8231d4b886af54f2b9649e61b1d8f6dbc4b26015a5aa4.jpg,AAFC,,0.972,vision,,Carduus nutans,cfda860d8ae1e42717e8231d4b886af54f2b9649e61b1d8f6dbc4b26015a5aa4,Saskatchewan
PreservedSpecimen,,,,,simple,cfe2ade532451f089f2c6631dfd14d483c3037c4bd7d406e36c1db96c4f38cdb.jpg,,,1.0,vision,,Return ed,cfe2ade532451f089f2c6631dfd14d483c3037c4bd7d406e36c1db96c4f38cdb,
